"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Os05g0133900",2569.03305719671,0.302074331813219,0.176828412213937,1.70829069848658,0.0875824163550615,0.211703741252823
"Os05g0134000",6963.60137789076,1.19768364205501,0.239527202616149,5.00019884578349,5.72712181773245e-07,7.90958757764394e-06
"Os05g0134200",5133.88310497955,1.1112667983473,0.170679463972985,6.51084068627722,7.47313704158308e-11,2.23274597741257e-09
"Os05g0134300",1893.13705572691,0.649403515644767,0.179045648772433,3.62702763288126,0.000286702621823389,0.00196707604133129
"Os05g0134400",15225.4041605084,-0.632882952157638,0.216563027797608,-2.92239611993746,0.00347349467443128,0.0162766741673789
"Os05g0134700",892.34557375116,-0.336159644272587,0.314138188815257,-1.07010117280036,0.284573771289022,0.480162061347428
"Os05g0134800",289.129159674425,-1.88363801232091,0.306580375976414,-6.14402668899403,8.0455314904567e-10,1.96791342591665e-08
"Os05g0135000",203.133771322321,-0.382197401507526,0.446814540114443,-0.855382641329517,0.392339350250637,0.589889335502083
"Os05g0135100",6.99615366782729,-0.734557777836907,1.32584231684991,-0.554031025033318,0.579557613161743,NA
"Os05g0135200",88.732921904996,-0.734517560105209,0.448474494637478,-1.63781345179719,0.101460614593625,0.23569429603372
"Os05g0135400",613.61091774342,0.134348680792064,0.298562392426117,0.449985276780329,0.65272105684634,0.801542542532638
"Os05g0135450",298.784335188886,0.363129844705358,0.516515716060862,0.70303735862041,0.482032468076598,0.668627296547878
"Os05g0135500",6320.84841938135,-1.66716156106272,0.236088166764401,-7.06160577173878,1.64589388058902e-12,6.2623683120417e-11
"Os05g0135700",13034.655571595,-0.197865166168709,0.191198954205532,-1.03486531603102,0.300731814389038,0.498389697979228
"Os05g0135800",17638.9890247924,-0.368317979911409,0.17222795118061,-2.13854938984419,0.0324721800685077,0.0997823406252659
"Os05g0135900",1795.58102951029,-0.010921465367956,0.18056624730331,-0.0604845342419422,0.951769733183946,0.975552256769821
"Os05g0136100",14.6190221197318,-0.806764153397206,0.921650691434123,-0.875346984378486,0.381385136697412,0.578893959265094
"Os05g0136200",1553.01832876894,-0.360621424178457,0.191575009175557,-1.88240327238084,0.0597812819495277,0.159214083245776
"Os05g0136400",44.0119728254057,0.222869423257393,0.547461003565058,0.40709643573893,0.683937161116269,0.822066491468614
"Os05g0136900",409.482653805084,0.351985458284302,0.277074382694509,1.27036449512688,0.20395482423614,0.383366175605018
"Os05g0137000",4.82501853348686,0.669881030230414,2.07957404530873,0.322124154098568,0.747358640411605,NA
"Os05g0137200",1750.43345224699,0.473630882976143,0.270729109270323,1.74946419412632,0.0802108128712031,0.198821455992837
"Os05g0137300",8040.93720177324,0.557973594788886,0.230455502513863,2.42117714136733,0.0154703365300001,0.0556515405678522
"Os05g0137400",63680.4020777681,0.931603017851943,0.162771645251423,5.7233740951193,1.04428965950884e-08,2.07537029802687e-07
"Os05g0137500",367.078638138839,-0.184095732866628,0.243877719832551,-0.754869009735824,0.450327581975838,0.642054537983059
"Os05g0137600",79.5169396863626,-0.269501626522061,0.606308518922203,-0.444495859964391,0.656684121400156,0.804441060475059
"Os05g0137700",55.2688440407163,-0.382568014625806,0.542657917261448,-0.704989280459513,0.480816907152735,0.667518282955661
"Os05g0137800",305.325344242754,-0.255069886597346,0.257588981968149,-0.990220484775568,0.32206636208021,0.520033401714569
